dissimilarity_dist_1_ang_0,dissimilarity_dist_1_ang_45,dissimilarity_dist_1_ang_90,dissimilarity_dist_1_ang_135,correlation_dist_1_ang_0,correlation_dist_1_ang_45,correlation_dist_1_ang_90,correlation_dist_1_ang_135,homogeneity_dist_1_ang_0,homogeneity_dist_1_ang_45,homogeneity_dist_1_ang_90,homogeneity_dist_1_ang_135,contrast_dist_1_ang_0,contrast_dist_1_ang_45,contrast_dist_1_ang_90,contrast_dist_1_ang_135,ASM_dist_1_ang_0,ASM_dist_1_ang_45,ASM_dist_1_ang_90,ASM_dist_1_ang_135,energy_dist_1_ang_0,energy_dist_1_ang_45,energy_dist_1_ang_90,energy_dist_1_ang_135,pathology
0.012461482889968905,0.016932244740392493,0.011747672101961228,0.017608032778811705,0.9952298703634461,0.9935200867678908,0.9955028610050529,0.9932614649537489,0.9999511321911705,0.9999336000613785,0.9999539314061144,0.9999309499529634,3.177678136942071,4.317722408800085,2.995656386000113,4.490048358596985,0.9897064310468917,0.9896864045459137,0.9897097970678458,0.9896837547557117,0.9948399022188905,0.9948298369801308,0.9948415939574731,0.9948285051986154,benign
0.007863495980266522,0.01402260179719866,0.011635074605776296,0.01402260179719866,0.9965060930457427,0.9937709991863909,0.9948337343380327,0.9937709991863909,0.9999691632350911,0.9999450102503877,0.9999543729581327,0.9999450102503877,2.005191474967963,3.575763458285658,2.9669440244729555,3.575763458285658,0.9911431590293526,0.9911168557260879,0.9911225126925161,0.9911168557260879,0.995561730396138,0.9955485200260648,0.9955513611524601,0.9955485200260648,benign
0.021657456709373663,0.031198881107020314,0.022819759226812866,0.032362738284297844,0.9945381374228838,0.9921337667564031,0.9942446949954505,0.9918403212322737,0.9999150701033294,0.9998776533281721,0.9999105121243373,0.9998730892525682,5.522651460890284,7.95571468229018,5.8190386028372805,8.25249826249595,0.984365215210715,0.984324027263237,0.9843615162623897,0.9843194642551084,0.9921518105666668,0.9921310534718873,0.9921499464609116,0.9921287538697325,malignant
0.0015764526547551025,0.002064907895169816,0.0016889624427739785,0.0023277143545550657,0.9502338755489901,0.9348300741321636,0.9466791525582016,0.9265357199308026,0.9999938179277987,0.9999919024465097,0.9999933767197289,0.9999908718487927,0.40199542696255114,0.5265515132683031,0.4306854229073645,0.5935671604115418,0.9998695934644496,0.999867647558159,0.9998691591662151,0.9998666169623462,0.9999347946063532,0.9999338215892885,0.999934577443052,0.9999333062571455,benign
0.024359946974668128,0.038519918189895114,0.02702339908438366,0.03450273373929202,0.9944322191975412,0.9911979116850919,0.9938231121250284,0.9921158682637421,0.9999044722652702,0.9998489438203423,0.9998940275156627,0.9998646972425874,6.211786478540373,9.822579138423254,6.890966766517833,8.798197103519465,0.982746979077138,0.9826872979816685,0.9827374825210901,0.9827030471349086,0.9913359567155516,0.9913058549114236,0.9913311669271223,0.9913137985193733,malignant
0.0016890564158090382,0.002365258134467244,0.0017640274402305998,0.002515433254115958,0.9508700503468046,0.9312180693497802,0.9486864972213606,0.92685096264183,0.999993376351213,0.9999907246205473,0.9999930823517169,0.9999901357075662,0.43070938603130476,0.6031408242891472,0.449826997258803,0.6414354797995693,0.9998585552584582,0.9998558705113085,0.999858268758875,0.9998552816005427,0.9999292751282254,0.9999279326588034,0.9999291318682915,0.999927638182155,benign
0.0007131571533415939,0.0010512258375409975,0.0006755849771095915,0.0010136820576288187,0.9291030792369991,0.8955203267919025,0.9328344961929693,0.8992517436921917,0.99999720334829,0.9999958776091322,0.9999973506878916,0.9999960248373773,0.18185507410210647,0.2680625885729544,0.17227416916294583,0.25848892469534873,0.999957755976196,0.9999564205646528,0.9999579055119262,0.9999565677939696,0.9999788777650236,0.9999782100449254,0.9999789525344652,0.9999782836611851,benign
0.0075069174035957255,0.01009927679637601,0.008107019725315098,0.011488396653126613,0.992479997951752,0.9898855923772277,0.9918783986758234,0.9884943913287424,0.9999705615609462,0.9999603956020195,0.9999682082546989,0.9999549481569443,1.91426393791691,2.575315583075882,2.0672900299553496,2.9295411465472863,0.9960558167939604,0.9960446944737849,0.9960536809700138,0.9960392474061094,0.9980259599799799,0.9980203878046705,0.9980248899551623,0.9980176588648667,benign
0.0006756225663236152,0.0009010507178922834,0.0006380524783812807,0.0009010507178922834,0.9150930148518415,0.886790686036502,0.9198100696519065,0.886790686036502,0.9999973505404851,0.9999964665221133,0.9999974978718975,0.9999964665221133,0.1722837544125219,0.22976793306253226,0.1627033819872266,0.22976793306253226,0.9999661457683572,0.9999652540993752,0.999966294837369,0.9999652540993752,0.9999830727409126,0.9999826268987753,0.9999831472766774,0.9999826268987753,benign
0.011560652801537416,0.018584171056528345,0.013286504549821963,0.016369088041709817,0.9934572165590576,0.9894848033421682,0.9924800490632425,0.9907381298124956,0.999954664803857,0.9999271220185861,0.9999478968618676,0.9999358084850578,2.9479664643920414,4.738963619414728,3.3880586602046003,4.174117450636004,0.9930255214411702,0.9929962903385857,0.9930191382224139,0.9930049757479577,0.9965066590049312,0.9964919921096134,0.9965034562019411,0.9964963500926421,benign
0.007394313642541788,0.010737521054883046,0.00833221471768496,0.0113382215334779,0.9848491063459552,0.9780042812051477,0.9829264050163583,0.9767737514823588,0.9999710031375316,0.9999578927218498,0.9999673251506627,0.9999555370699253,1.8855499788481558,2.7380678689951767,2.124714753009665,2.8912464910368643,0.9980571026719213,0.9980435246877117,0.998053531235809,0.998041169203496,0.9990280790207657,0.999021283400765,0.9990262915638451,0.9990201045041566,malignant
0.004466615855139457,0.006720336604279947,0.006718317272367604,0.008484894260152335,0.9867631347489144,0.9800890818116822,0.9800890857764052,0.9748610753600012,0.999982484128763,0.9999736461440948,0.9999736540629218,0.9999667264165666,1.1389870430605615,1.7136858340913863,1.713170904453739,2.1636480363388455,0.9986591995156392,0.9986500379013918,0.9986504432753514,0.9986431184800656,0.9993293748887997,0.9993247909970971,0.9993249938210048,0.9993213289428309,malignant
0.0065685527281462595,0.010737521054883044,0.0068309147685525345,0.009123138518659368,0.9840097522926435,0.9738673614404239,0.9833701431307847,0.9777963945105699,0.9999742413658278,0.9999578927218498,0.9999732125109035,0.9999642235363968,1.6749809456772964,2.7380678689951763,1.7418832659808963,2.326400322258139,0.9983633203530832,0.9983465783420727,0.9983623810899747,0.9983529087608969,0.9991813250622147,0.9991729471628387,0.9991808550457593,0.9991761149871913,malignant
